,star,date,review
0,5,2018년 9월 8일, 아 진짜 너무 최고에요! 그리고 저는 광고안나오기를 제 방식대로 하고있어요! 맨 위에 Ⅱ 이거 누르시고 다시하기를 누르면 빠르게 다시 할수 있어요. 광고가 안보여서 지겨울 정도랍니다ㅎ 게임 플리이어 였습니다ㅎ!
1,4,2018년 11월 7일, 재밌긴 한데 너무 어려워요. 1단계부터 못할만큼 어렵네요.저만 어려운거인가요ㅠㅠ? 광고는 별로 없어서 좋긴 좋은데 너무 어렵네요... 그래서 지웠어여.. 좀더 잘하게 되면 할께요
2,5,2018년 10월 11일," 와....진짜 질리지도 않고 계속 하게되는 중독성이 있어요!! 제가 앱이 많아서 지울려 해도 막상 지울려다 이건 못 지울 것 같아서 진짜 재밌어요!♡ 안 해보신 분들 꼭 플레이 해보시길,,,!"
3,1,2018년 10월 21일, 광고ㅋㅋㅋㅋ아니 무슨 나무 퍼즐인가 먼가 그 광고 나와서 닫기 눌렀는데 그 광고 배경음이 자꾸 들림 이 게임을 나와도 계속 들리고 아예 지워야만 안들려요. 그러다 다시 들어가니깐 다른 광고 뜨더니 그 나무퍼즐 광고 배경음 시작. 무한 반복임
4,1,2018년 9월 23일," 게임은 재미있고 시간떼우기도 좋으나, 광고 진짜 미친거같이 많이 나와서 성질나서 삭제합니다. 게임시작하려할 때도 나오고 도중에 뜬금포광고에 죽으면 또 광고ㅡㅡ 작작합시다 아무리 돈이 좋아도 그렇지"
5,3,2018년 11월 4일, 엄청재미있는데열심히블럭퍼즐보석해봐는데이상해도점수가5000점도안되고2000점도안되요.그래서딸랑600점인데좀수정해주시면별5개해드릴게요.
6,5,2018년 11월 26일, 여러분! 제말 좀 들어주세요 이 게임이 어려우시다면요 이 게임은 우리의 재미를 위해 열심히 만든 것이라고 생각합니다^-^ 만약 여러분이 열심히 만든 게임을 사람들이 어렵다고 하면 어떨까요? 생각해보세요 ~♡
7,1,2018년 10월 3일," 게임 체험판이라고하죠? 유료게임은 어떨지 모르겠으나. 광고를 위해서 어느정도 점수 제한도 있는 것 같고, 별로네요.. 이런 식이면 돈을 주고 사서 하고 싶어도 장사심보 뻔히 보여서 사지 않을 듯 합니다. 참고하세요."
8,1,2018년 8월 4일," 광고좀 줄이시고, 글구요 왜 노래들으면서 할려는데 키면 꺼짐? 겁나 짱나. 겜은 좋은데 운영 핵병맛임. 👎👎👎"
9,3,2018년 8월 27일, 저 제작자님 이 겜은 심심할때 하기좋은 게임입니다. 근데 1판~2판이면 꼭 광고가 계속 나와서 짜증이 쪼~금 납니다. 그래서 10판에 광고를 넣어주시면 감사하겠습니다~!!
,2,2018년 12월 2일," 다 좋고, 광고 나오는 것도 참을만 해요. 근데 진짜 일일도전 하는데 중복 나오면 화가 나요. 기억이라도 나면 괜찮은데 기억도 안나고 첨부터 다시 해야되니깐 좀 짜증나네요. 그것만 제발 그리고 좀 더 복잡한 스도쿠도 업데이트 됐으면 좋겠어요."
0,4,2018년 11월 26일, 재미있고 편합니다. 다만 한판 깨고나면 광고가 한개씩 나옵니다. 한판 깨는데 5분도 안걸립니다. 30초넘는 광고가 많습니다. 어쩌다가 완료할때 한번 시작할때 한번씩 연달아 광고가 2개 나오면 짜증납니당
1,4,2018년 11월 25일, 잼있게 잘하고있어요.. 그런데 하나 끝나고 광고 30초 나오고.. 너무 오래걸려서 좀 짜증납니다.. 광고좀 없애주세요..
2,1,2018년 11월 25일, 너무 쉬워서 스도쿠가 시시해요!!좀 더 어려운 난위도 부탁드립니다!!그럼에도 불구하고 전체적으로 재미는 있습니드
3,5,2018년 11월 28일, 개발비가 많이 들어간 무료 대작 게임도 아닌데 광고가 좀 길긴 하지만.. 그래도 스도쿠 좋아하니까 별 5개 갑니다!
4,5,2018년 11월 25일," 노트 기능도 있고, 알아서 9개 적은 숫자는 제외되고. 편하네요ㅎㅎ"
5,3,2018년 11월 27일, 광고제거는필수있는것같습니다스킵...답답합니다 광고좀제거하면될 거같 습 니 다 . ㅢㅢㅢㅢㅢㅢㅢㅢㅢㅢㅢ
6,1,2018년 11월 27일," 전통 스도쿠가 실수하면 망하나?솔직히,처음할때는 실수많이하는데, 그때 광고 엄청나와요...1분하기도 힘듦;;"
7,2,2018년 11월 28일," 모든 것이 깔끔하지만, 마치 가지런하고 텅 빈 책장 같습니다. 틀만 있고 채우는 것은 온전히 사용자 몫이라서 스도쿠를 배우기엔 맨땅에 헤딩이라는 상황입니다. __예비로 메모해 놓은 숫자가, 같은 숫자를 선택중일 때 강조되지 않아 난잡해진다는 점도 아주 큽니다. __편하지 않아요. 배우기에 적합해 보이지는 않습니다."
8,1,2018년 11월 24일, 왜 3번 틀리면 죽는건지 실수로 잘 못 누를때마다 한 10분 하던 판 실패하네요
9,4,2018년 12월 3일, 저2학년인데 성적 올라갔으면 좋겠네요^^ 다음 경시대회 에서 꼭 80정받으면 정말 좋겠네요~~~!응원 해주세염
,1,2018년 12월 1일, 광고가 너무 불편해서 리뷰 남깁니다. 오빠와 나 라는 제목을 가진 광고였는데 오빠의방과 모든 부분들은 파란 색계열이었는데 여동생인 나의 방과 여러부분은 붉은 계열이더라고요. 그부분은 좀 개선되었으면 좋겠습니다
0,2,2018년 11월 29일, 솔직히 처음엔 좋았는데 캐시 충전하지않으면 못사는게 더많은거같아요 그 캐시들좀 줄여주세요.... 캐시충전하지도 않는데 방꾸미는데 들어가는 캐시가 너무 많아요
1,3,2018년 11월 24일, 이쁜 가구들도 많고 재밌는데 중간에 게임이 너무 어려워서 접었습니다 흑흑 ㅜㅜ 아쉽네요..저는 그런 게임보다 아기자기 꾸미는 게임을 좋아하는데..제가 못하는 게임이여서 너무 아쉽습니다
2,1,2018년 12월 1일, 최악임. 타일들이 랜덤하게 떨어지는게 아님. 초반엔 도무지 깰수없게 떨어지고 15판 쯤 가면 다음판 가라고 타일들 잘줌. 고로 돈쓰면 빨리깨고 아니면 15판까지 가면 미안한지 쉽게 해줌. 농락당한 기분임
3,1,2018년 11월 25일, 게임해서 버는 코인이 너무 적은데다가 게임에 필요한 하트 개당 30분은 너무 하지 않나요? 게다가 돈을 벌수 있는게 현질밖에 없는건 ㄹㅇ 아닌듯;;; 차라리 광고 앱을 깔라고 하던지 참 게임 자체는 좋은데 게임으로 돈 버는 방법은 1도 모르는 듯
4,3,2018년 12월 4일, 재미는 있는데 레벨법이 끊기지 않게 플레이 진행할수 있게 업뎃을 미리미리 해주던가 아님 업뎃 기다리는 동안에는 전에 했던거 골고루라도 하게 해줘야 할거같아요 ~!! 업뎃 기다리는동안 맨 마지막 판만 주구장창 해야하니 짜증나요 ~!!
5,1,2018년 11월 27일, 게임은 인내하며 할수 있었다 중간에 나오는 광고에도 그럴수 있지 후원사인가보다 했다 그 광고에 낚여 10만원 사기당해 날렸다 확인되지 않은 광고에 얼마나 많은 사람이 당했을까 싶어 최억의 점수를 남기고 게임삭제함.
6,4,2018년 11월 25일, 캐쉬한번질럿더니 광고는 안뜨는데 광고보면캐쉬주는거며 왜안줘요?ㅋ 아에안뜸 하루세번무료광고보고 하트받는것도안나오고ㅋ 완전짜증
7,4,2018년 11월 26일," 꾸미는게 재밌어요. 근데 돈 얻는 플래이도 나쁘진 않고,근데 좀 어려운갔아요. 근데 게임은 완전 만점!!!"
8,5,2018년 12월 3일, 게임이 좋은데...광고가 너무 많아서 리뷰 남김니다~죄송합니다ㅠㅠ
9,3,2018년 12월 1일, 다 좋고 게임도 재미있는데 코인을 너무 짜게 줘요 인테리어 비용높이신만큼 게임에서 이기면 주는 비용도 높여주면 좋겠고 광고라도 더 늘리셨으면 좋겠어요 그리고 게임 클리어하기전에 다터질때 마지막 세개짜리 있고 5개짜리도 막 있는데 그거 그냥 무시해버리고 코인을 주시더라고요 그거 수정해주셨으면 좋겠습니다 !! 이런거 빼고는 진짜 재미있어요 저 게임깔면 질려서 오래안하는데 이번꺼는 오래됬어요!!! 이 수정사항 제발 들어주셨으면 더 재미있는 게임이 될것같네요 게임만들어주셔서 감사합니다 ㅎㅎ
,5,2018년 12월 6일," 이 게임을 2014년?? 쯤 부터 시작해서 지금까지 재미있게 플레이 하고 있는 유저입니다!! 요즘 게임들은 오래가야 1년? 정도 밖에 안가는데 슈퍼셀에서 만든 게임들은 전부 명작으로 남아 1년 넘도록 오래 가는거 같내요..👍 좋은 게임, 갓겜인거 같아요!"
0,5,2018년 11월 18일, 세번쨋분 훈련소는 하나만 업글해도 된다 하셨는데 훈련소 특정 레벨 갯수 늘어날때마다 훈련시간 줄어드는 건 모르시나 봐요? (그러니깐 훈련소 레벨 7 1 1 1 이면 법사 뽑는데 2분 걸리지만 7 7 7 7 이면 30초 걸림) 제가 플레이한 게임 중에 제일 중독성 있고 재미있는 게임입니다. 무과금으로 재미있게 플레이중입니다^^
1,5,2018년 11월 16일, 훈련소가 아쉽습니다. 훈련소 갯수는 수없이 많습니다. 하지만 유닛훈련은 하나로 통합되어 다른 훈련소 에서는 다른유닛을 소환할수 없습니다. 그래서 각 훈련소마다 같거나 다른 유닛을 훈련시킬수 있게 해주셨음 합니다.
2,5,2018년 11월 27일, 안녕하세요 저는 클래시오브클랜을 하는 유저입니다.요즘에 일렉트릭드래곤이 나오니 정말 좋네요.퀄리티가 옛날보다는 훨신 좋아졌어요^^ 앞으로도 재미있는 클오클이 되기를...
3,2,2018년 11월 21일, 얼마전부터 제 계정에 다른 플레이어가 해킹해서 이것저것 다 설치해놓고그래서 복구 겨우 했는데 또 그러네요 한번도 아니고 두번씩이나!!! 이런식으로 하면 겜 못하겠네요 댓글 냄겨주세요 꼭
4,5,2018년 11월 16일," 가 좋은데 바바, 아처, 고블린 6렙되도 너무 약하네요....ㅠㅠ 공격력은 됬으니까 채력만이라도 상향 좀...대포 한 방 짜리 쓰래기라고 클랜원들이 욕하는데...ㅠㅠ"
5,5,2018년 11월 27일, 금일 갑자기 멀티플레이에서 시즈머신 선택이 안됩니다. 지원받은 시즈머신 또는 본인 시즈머신 또는 시즈머신 사용안함을 선택 할 수 있었는데 갑자기 그게 안됩니다 오로지 지원받은 머신만 사용되게끔 되어버립니다. 부계정도 역시 같은 현상입니다. 아무래도 버그 같아보입니다.
6,5,2018년 11월 29일," 클랜전 리그의 미스매칭이 너무 심하네요... 공격 기회는 한 번밖에 없는데, 공격할 수 없는 경우가 많아서... 매칭 시스템을 바꾸던지, 공격기회를 2회로 늘리던지 해야할 듯 하네요..."
7,5,2018년 11월 18일," 아이디찾는데 열심히 도와주신 헨리님, 레비님께 너무감사드리며 ! 그래픽이 너무좋다보니 렉이걸려요 ㅠ 그래픽을 최하. 하 중 상 최상. 등급으로 나눌수잇게 해주세용"
8,5,2018년 11월 24일, 아니 ..전설 리그 진입해서 서칭하는데만 최소 10분이상 걸리는데? 해결방법 없어요? 트로피를 다시내려야 하나요? 답답해서 겜을 못하겠네ㅜ
9,5,2018년 11월 14일, 정말정말 갓게임 완전 재미있게 하고있습니다! 어릴때에는 이게 무슨재미인지 몰랐는데 나이가 들어서 그런지 갓갓게임이네요!! 슈퍼셀 갓퍼셀 클래시 시리즈의 게임 또 하나 내주었으면 좋겠네요! ㅎㅎㅎ
,5,2018년 12월 6일, 단거리연애 이용하면 이용할수록 매력 터지네요 . 저 역시 솔로 지낸지 언 1년 이제는 안되겠다싶어서 이용해봤거든요 .. 근처분이나 자주 만나봐야겠다 싶어서 하루에 무조건 3시간씩은 쓴거 같네요 . 괜찮은 사람 많고 실제 만남 잘 받오보니까 단거리연애만 이용하게 되더라고요 ^^ 좋은 채팅 서비스 감사합니다g25
0,5,2018년 12월 6일, 제가 해 본 카카오 게임중에 최고입니다 댓글중에 게임 로딩 시간 고치라 이런거 있는데 원래 8인에서 게임하면 기다려야하는게 정상 아닌가요?? 핸드폰 기종마다 속도가 2619 다른건 당연한건데.. 그리고 현질 안하고도 업적달성을 해서 충분히 좋은 차랑 캐릭터를 얻을 수 있는거같아요 ^^
1,1,2018년 12월 5일, 열심히 달려서 4077점에 위치한 유저입니다. 몇개월간 쉬고 하고를 반복하다가 복귀 오늘 합니다. 근데 레벨 평준화를 해도 사기인 놈은 사기고 픽률낮은거는 패치나 리매매이크도 않하고 점점 과금 유도등 너무 게임이 썩고 있어요 잘 합시다 슈퍼셀
2,5,2018년 12월 5일, 클래시로얄 정말 재미있게 플레이 하고 있습니다. 다음 업데이트때 이런기능 추가해주시면 좋겠습니다. 상점 새로고침이라는 기능으로 상점에 원하는 카드가 안나올시 보석 10개정도로 하여 하루에 최대 1회까지 가능하게 하여 처음에 상점에 나온 카드들 이외 다른카드들을 상점에 나오도록 해주시면 감사합니다
3,5,2018년 12월 6일, 이번 12월4일 업데이트이후로 게임을 한판 할때마다 계속 팅기는 현상이 발생해 불이익을 받고 있습니다. 저 뿐만 아니라 다수가 겪고 있는 일이니 최대한 빨리 고쳐주시길 바라겠습니다.
4,5,2018년 12월 5일, 출시때부터 꾸준히 하고있는 게임입니다. 밸런스가 무너지지않게 신규카드 출시시에만 조금 신경써주시면좋을것같아요. 웬만하면 레벨이 같은 유저들과 매칭이 될 수 있게 해주세요.
5,1,2018년 12월 6일, 게임안에카드등급을왜만든거냐..ㅡㅡ 1vs1전투에서 비슷한레벨을만나게한거는만족함 허나 나는일반카드13렙감전하나인데 상대는 일법과 메가나이트5렙임 이것은 게임안에서만나는상대매칭이 레벨로만난다는것인데 내가카드하나만 레벨을 올려두었다고 상대는 전설만렙을몇장씩 가져오는데 이럴거면 카드에등급을없애는것이맞는것이라고본다 다일반카드면 누구나쉽게 만렙을찍을수있도록 등급을없애는것이 밸런스조절에 확실한방법이라고봄
6,3,2018년 12월 5일, 업뎃 전이 더 좋은 것 같음. 보석으로 닉변하는거 기대햇는데 500개.. 너무한 것 같음. 왜냐하면 보석 모으기가 힘듦. 클래시오브클랜은 장애물같은거 부수거나 하면 빨리 모이는데 클래시로얄는 달라서.. 클래시오브클랜이랑 보석 값어치가 같은 것이 이해가 되질 않음. 클래시로얄는 퀘스트 등을 통해서 보석을 모을 수 있으면 좋을 것 같음. 퀘스트가 어려워도 상관 없음. 무과금 유저들도 모든 유저랑 신나게 즐길 수 있었으면 좋겠음. 반면에 그래픽이 좋고 플레이 하는 것은 재미있음.
7,4,2018년 12월 5일, 안녕하세요.클래시 로얄을 아주 좋아하고 재미있게 플레이 하는 유저입니다. 클래시 로얄을 실수로 지워서 다시 설치하고 들어갔더니 서버점검이 있었습니다.서버점검을 다 하고 들어가니 로얄 뉴스가 뜨고 다시시도 버튼이 있었습니다.다시시도를 눌렀더니 50%까지 로딩이 되고 다시 로얄 뉴스가 뜨고 계속 반복되는 버그가 있습니다. 그래서 클래시 로얄 을 플레이 못 하게 됬습니다. 이버그를 최대한 빨리 수정해 주세요
8,1,2018년 12월 5일, 2년동안 재밌게 하다가 방금 업데이트하고나서 상위권 플레이어들 실시간 플레이하는거 보니 지들끼리 짜고 치는 플레이 잘 봤습니다. 게임이 흥 안한 이유가 여기 있었네요. 잘 즐겼습니다 짜고치는플레이들
9,5,2018년 12월 5일, 정재원님 님이 미니패카를 잘못놓아서 진걸 어떻하랍니까. 미니패카를 놓는데에도 다 컨트롤하고 타이밍을 잘맟춰야합니다. 그리고 마녀함테붙은이유는 마녀가 소환한 해골병사를 따라가 마녀한테 붙은거지요 그때동안 자이언트는 지나가고 님이못하는걸 어떻하란말입니까. 잘생각해보고 말하세요..
,2,2018년 11월 17일, 미션이 10개밖에 없다는 거랑 카메라 회전 할때도 조이스틱 같은게 있어서 불편함이 없지 않아 있습니다. 타게임은 그냥 회전하면 되는데 이 게임은 조이스틱으로 회전해서 불편함감이 있습니다. 또한 게임 한판하고 끄고 나서 다음날 로딩중인걸 뜻하는 뱅뱅이만 뜨다가 오류뜹니다. 또한 난이도도 그냥 건물위에 사람있으면 죽이고 건물위에서 있다가 밑에 있는 애들 한명씩 있는 애들만 죽이는 방식으로 하면 너무 쉬워집니다. 무슨 경비병이 옥상에 있는 사람은 의심을 안함니까? 그것도 같은 옥상에 있는 사람이 말입니다. 또 건물 넘는거는 들키지도 않고...전체 리뷰미션이 10개밖에 없다는 거랑 카메라 회전 할때도 조이스틱 같은게 있어서 불편함이 없지 않아 있습니다. 타게임은 그냥 회전하면 되는데 이 게임은 조이스틱으로 회전해서 불편함감이 있습니다. 또한 게임 한판하고 끄고 나서 다음날 로딩중인걸 뜻하는 뱅뱅이만 뜨다가 오류뜹니다. 또한 난이도도 그냥 건물위에 사람있으면 죽이고 건물위에서 있다가 밑에 있는 애들 한명씩 있는 애들만 죽이는 방식으로 하면 너무 쉬워집니다. 무슨 경비병이 옥상에 있는 사람은 의심을 안함니까? 그것도 같은 옥상에 있는 사람이 말입니다. 또 건물 넘는거는 들키지도 않고 난이도 조정이 필요합니다
0,1,2018년 11월 27일, 한번밖에 안했는데 겜이 기본화면에서 돌아지가 않네요.. 정말 돈이 아깝네요 원레 어쌔신 크리드를 좋아하는데 이건 아니지 않나요? 환불해주셨으면 합니다
1,2,2018년 11월 12일," 움직임이랑 파쿠르도 답답하고, 비싼돈 주고 샀는데 미션 10개라니 너무하네"
2,1,2018년 11월 24일, 계속 연결중이라면서 겜 실행 안됨... 산지가 꽤 됐는데 처음에만 돌아가고 나중엔 안됌 환불해주셈 당장
3,1,2018년 11월 29일, 게임접속할때마다 초기화되서 처음부터시작해야합니다. 이번이두번째입니다. 확인해주세요
4,1,2018년 11월 8일, 이거 버리고 리벨리온이나 잘만들어주세요. (이건 이미 망한것 같지만.....)
5,4,2018년 11월 28일, 나머진괜찮은데 갑자기 버튼이 않 눌려지고 갑자기 튕겨서 조금 불만이 있습니다
6,1,2018년 11월 9일, 업데이트 버그 수정좀 제대로 해줘요
7,1,2018년 11월 15일, 저만 게임 실행이 안되는데요
8,4,2018년 11월 13일, 게임수준이 높네요
9,1,2018년 12월 4일, 야 장난해?
,5,2018년 11월 27일, 나는왜 자동선택이안될까ㅜㅜ그래서삭제하고 다시깔아도 안되네요오!
0,4,2018년 11월 27일, 자동선택은 편하지만 너무 구석에 잘개 쪼개놓은것도 있어서 태블릿이 좋을듯...
1,5,2018년 11월 24일, 다른앱들은 컬러를 일일이 선택해야하는데 이앱은 자동 으로 선택되니좋네요
2,3,2018년 11월 29일, 자동선택 된다는 사람도 있는데 뭔지 모르겠고 그림도 너무 잘게 쪼개놔서 오래했다간 눈 나빠질듯;;
3,5,2018년 11월 26일, 너무한재미있어요쉰는시간때심심하면짱인데요
4,1,2018년 12월 2일, 숨은그림찾기로 앱이름을 바꾸세요. 너무작은 크기로 곳곳에 숨겨놓아서 찾을수가 없습니다
5,5,2018년 11월 25일, 이게 완전히 중독성이 있네요 재밌게 잘 하겠습니다
6,3,2018년 11월 27일, 색칠한거 숨기기기능없나요?짱나네 할때마다 올려서해야하니 개짱남
7,5,2018년 11월 28일, 지이인짜로 좋은 앱입니다!전 배경화면으로 후후후 하죠 후후후 추천합니다
8,3,2018년 12월 1일, 12월1일업데이트된 인어 그림 오류잇어요
9,5,2018년 12월 2일, 나름색칠공부...ㅋ
,4,2018년 12월 6일," 슈팅 갤러리의 단순함과 잠입 어드벤쳐의 메커니즘이 조합되어, 짧은 시간동안 맵 이해, NPC동선 암기, 다양한 암살시도 등 히트맨 프랜차이즈의 재미를 모바일 안에서 느낄 수 있었다. 이 게임을 재밌게 플레이한 사람은 이번에 PC 및 콘솔게임기로 나온 의 모드인 도 해볼 것을 권한다. 그나저나 IO 인터랙티브가 아니라 에이도스 몬트리얼(데이어스 엑스 팀) 개발이네;"
0,4,2018년 12월 6일," 복잡하지 않고 단순한 플레이, 중독성 있는 스토리 하지만! 맵이 한개뿐이라 게임의 재미가 점점 없어진다."
1,5,2018년 12월 7일, 굿굳
2,3,2018년 11월 25일, 친구로받는총이 그렇게 갖고싶었는데..드디어받음! 근데 막상써보니 구리다ㅜ토큰뭥미..차라리 무료토큰계속받아서 딴거키울걸..후회만땅! 이제 노잼.. 너무많이해서 질림..맵이똑같아서ㅠ
3,4,2018년 11월 26일, 총기가 많이 없고 할거가3개박에 업내요...근데 호평을 줬어요 현질하면 복원돼요 복원이 돼지 않거나 버그가 있으면 소규모 라도 업댔을 하거나 대규모로 하면좋구요 그래서 나쁘지는 않습니다만 그래도 업데이트 부탁드립니다 감사합니다
4,4,2018년 11월 14일, 이거 꼭 답변좀 해주세요 16년도에 처음 다운받으면서 아리아 골드 총 구매했었는데 아무리 복원해도 안되네요 갤럭시 S6 사용하면서 플레이 하다가 구매하고 아이폰 7로 바꿨을때 없더라구요 이번에 노트9로 바꾸면서 혹시나 플레이스토어 계정으로해야 다시 복원되나 해서 해봤는데도 안되네요 .. 확인좀 해주세요
5,5,2018년 11월 23일, 제 폰이 노트4라 그런가 로딩이 약간 느린데 플레이할 땐 렉도 없고 그래픽도 괜찮고 재밌어요 최소줌으로 유인이동사살 시체처리 신속처리 은신처리 헤드샷 보너스 한번에 먹으면 기분최고!
6,5,2018년 11월 15일, 정말 다 좋은데 맵을 좀 새롭게 만들어 주시면 안되나요?? 슬슬 새로운 맵이 나와야 하지 않나... 싶은? 생각이 드네요 ㅜ 이제 사람 나오는 순서도 다 외울거 같아요
7,5,2018년 11월 22일, 맵이 좀 많았으면 좋겠는데 하나뿐임. 그래도 굿
8,4,2018년 11월 24일, 폰이 후져서 높음 그래픽에선 약간의 끈김이 있지만 재밌네요. 그런데 맵이 1개라 질릴거같아요 총도 현질유도가 심한거 같고요 그래도 개꿀잼입니다 Please add the new maps
9,5,2018년 11월 24일, 게임에 있는 모든 것이 최고입니다! PERFECT 다만 맵이 조금 더 추가 됬으면 좋겠습니다.
,4,2018년 11월 27일," 죽었을때 한번만 리스폰하는거 해주세요.벽돌을 다 없애준다던가 절반을 없애는 식으로요.최고기록 가까이 됐는데 죽으면 너무 아쉬워요.그리고 벽돌이나 공모양,색깔도 코인,보석,경험치등등을 만들어서 살수 있게 해주세요."
0,4,2018년 11월 18일, 중독성있구요 재밌어요~ 근데 공 스피드 올리는 건 어떻게 하는거죵..넘 느려요 그리고 자꾸 할때마다 구글 플레이 설치하라는거 신경쓰여요. 그거만 해결되면 좋을것 같아요☆
1,5,2018년 11월 13일, 다 좋은데 1000정도에서 공 1~2개로 무한루프 걸리면 겜 끄고 다시 키기가 두려워지네요.. 무한루프 걸렸을 때 스킵 기능점..
2,2,2018년 11월 19일, 판수가끝나고처음으로가는건 너무아니네요.시간낭비.배터리소모ㅠㅠ
3,1,2018년 11월 2일, 노래소리 어떻게없애나요? 게임중 전화와도 노래소리 같이들려서 안좋고 걍 기본 맞추는소리만 나게해줘요
4,1,2018년 11월 3일, 광고 겁나 많이 나오네요 없앨수도 없고 넘넘 짱나네요 빠른시일내에 해결해주세요 답장도 해주시고요
5,5,2018년 11월 8일, 주어진 공 갯수로 몇개의 벽돌을 깻는지를 %로 실시간 보여주세요. 더 재미있을 것 같네요..
6,4,2018년 11월 25일, 저 오늘 처음 인데 113점 이에욧 다른분들은 몇점이쥬?
7,3,2018년 10월 29일, 좋은데 공 속도좀 빠르게 해주세요 500가가면 느려서 못해먹겠어요
8,4,2018년 11월 20일, 스릴넘치고 공을 쏘는 재미도 있고 내가 나의 신기록이깨면 기분이 좋고 공 쏠수 있는 것이 늘면 넘 좋아요.
9,4,2018년 11월 2일, 재미있는데 나는 못하는 것은 기본탓.??~ 나는 최고 기록 47데 다른 분들은 몇이에요??!!~~
,5,2018년 12월 2일, 베리나이스
0,5,2018년 12월 2일, ㅎㅎ잼따
1,5,2018년 11월 28일, 좋와
2,5,2018년 12월 2일, 굿
3,5,2018년 12월 1일, 🐕
4,5,2018년 12월 1일, 좋아
5,4,2018년 11월 18일, 슈퍼 카 클럽(정기결제) 이런거 말고 맵을 늘려 달라구여! 맵은 안늘리시고 왜 이런걸.. 맵이 짧아서 매번 다깨고 새로 시작하기를 반복하는것도 이젠 지겹네요:;
6,5,2018년 11월 25일, 다 좋은데 맵을 늘려주세요
7,5,2018년 11월 12일, 꿀잼
8,5,2018년 11월 16일, 굿잼
9,5,2018년 11월 17일, 꿀잼
,1,2018년 12월 1일, 왜 이렇게 랙이 걸리죠.. 새롭게 업뎃하더니 눌렀는데 안가서 부딫치고 안눌렀는데 자동으로 가서 부딫쳐요...
0,5,2018년 12월 1일, 제가 미션 30번쩨까지 완료 했더니 다이아몬드금고가 열렷어요.
1,1,2018년 12월 4일, 와 게임을 이따구로 왜만들어 시작하려고 들어가면 다시 렉걸려서 처음으로 돌아가는데 ㅎ
2,3,2018년 12월 2일, 몰라요...잘...좀지루하네요금고여는시간좀줄여주세요
3,5,2018년 12월 4일, 오우!!토킹톰 골드런 넘나 재미있어용~~♥
4,1,2018년 12월 1일, 얼른 눈오는 모드로 업데이트 하세요.
5,5,2018년 12월 2일, 애기들 오락인줄 알았는데 겁나 어렵네ㅠㅠ
6,1,2018년 12월 2일, 저는 오른쪽으로 갈려고 오른쪽으로 드래그 했는데 왜 점프를 하나요?
7,4,2018년 12월 2일, 이거하니깐 시간 가는줄 모르네요 그정도로 재미있어욤~😁
8,1,2018년 12월 2일, 옆이로 넘겼는데 안 넘어가요
9,5,2018년 12월 3일, 왕 최고 최고 완전 최고 내가 좋아하는 톰 골드런 내가 제일 좋아하는 게임은 톰 골드런
,5,2018년 11월 23일, 최고
0,4,2018년 10월 24일, 잼있어요
1,5,2018년 8월 27일, 굿~!!
2,5,2018년 10월 3일, 재미있는 놀이였습니다.
3,5,2018년 8월 13일, 200이 끝?? 아쉬워요 300까지 추가해주세요^^
4,5,2018년 7월 25일, 변화가 다양하여 재미가 많아요
5,5,2018년 5월 30일, 재밌어요 시간 가는줄모르는게임
6,5,2018년 6월 5일, Good game
7,5,2018년 6월 3일, 굿~
8,5,2018년 7월 14일, 재미나요
9,5,2018년 6월 28일, 굿
,3,2018년 10월 16일," 다 좋습니다. 이벤트, 컨트롤, 그래픽 등등 다 좋은데 문제가 하나 생겼어요. 챕터4에서 크레이븐이랑 싸우다가 갑자기 앱이 중지되는 버그가 있습니다. 제 폰이 삼성 갤럭시 A5고, 돈주고 정식으로 샀는데... 이런 버그가 생긴다는 것은 게임 자체에 문제가 있는 것 아닙니까? 아무튼 이 버그때문에 지금 게임진행이 안되고 있습니다. 빨리 고쳐주세요."
0,5,2018년 11월 2일, 아니 무슨 알이 20개도 아닌 100개는 심하지 안나요? 그리고 슈트 업그레이드 기능 추가좀 그리고 거미 폭풍 스킬 쓰다가 자꾸 주먹 부터 날라감
1,1,2018년 12월 4일," 아니 업데이트한후 새로나온 앤드오브 디 어스 스파이더맨 슈트 샀거든요? 그런데 계속입다질려서 다른슈트로갈아입었어요 그런데 상점에 다시 들어가보니 제가 산 슈트가 없어요 아니 슈트자체가 그냥 사라졌어요. 이게 뭔 시추에이션이죠? 그리고 댓글들을보니 저말고도 다른유저들분도 피해가 있군요. 이거 진짜 빠른시일내에 해결 안하면 게임로프트 신고합니다. 이건 협박이아니라 경고입니다, 정신차리세요."
2,5,2018년 11월 27일, 안녕하세요. 유튜버분들이 하시는걸 보고 결제하면서 플레이 해보고 싶었는데 타격감도 좋고 결제해도 아깝지않은 후회안할 게임인거 같습니다. 정말 영화처럼 잘 만드셨네요. 감사합니다.^^
3,5,2018년 10월 14일, 제가 no현질로 라이노 깻는데 진짜로 할게없어요 최종보스깨면 그래서 업뎃될때까지 방치 게임이 되요 그래서 기꺼이7000원 주고 삿는데 열심히 돈벌고있는데 더이상 살 것도 없어서 최종보스 깬이후로도 할수있는거 많이 추가해주세요
