,ind,name,review,lda,lda-result-cosine,lda-result-euclide
789,23878.0,스도쿠, 개발비가 많이 들어간 무료 대작 게임도 아닌데 광고가 좀 길긴 하지만.. 그래도 스도쿠 좋아하니까 별 5개 갑니다!,"[0.11034616, 0.1542814, 0.14975156, 0.103110254, 0.19992082, 0.16528974, 0.11730008]","('Block Puzzle',)","('Block Puzzle',)"
790,23879.0,스도쿠," 노트 기능도 있고, 알아서 9개 적은 숫자는 제외되고. 편하네요ㅎㅎ","[0.11172931, 0.15292196, 0.1498352, 0.1045225, 0.19794792, 0.16506243, 0.117980674]","('60 Seconds! Atomic Adventure',)","('60 Seconds! Atomic Adventure',)"
791,23880.0,스도쿠, 첨해보는 게 재밌네요 ᄏ 전문가까지 시간은 좀 걸렸지만 클,"[0.10597292, 0.16798235, 0.16363415, 0.0990238, 0.19199693, 0.15873866, 0.11265113]","('Angry Birds Rio',)","('Angry Birds Rio',)"
792,23881.0,스도쿠, 진짜 재밌어요!!!!! 사람들이 웬만해서 스도쿠를 많이 안 할 것 같은데 이 게임으로써 사람들이 스도쿠를 즐겨줬으면 하네요 어쩠든 정말 재미있고 저도 처음 해보는 데 설명 덕분에 잘 플레이할 수 있어서 좋네요,"[0.11034616, 0.1542814, 0.14975156, 0.103110254, 0.19992082, 0.16528974, 0.11730008]","('Bubble Shooter',)","('Bubble Shooter',)"
793,23882.0,스도쿠, 되게 재밌네요. 이 앱 덕분에 스도쿠에 재미가 붙었어요!,"[0.1116228, 0.15202144, 0.1504408, 0.10405323, 0.19837366, 0.16607144, 0.11741664]","('60 Seconds! Atomic Adventure',)","('60 Seconds! Atomic Adventure',)"
794,23883.0,스도쿠, 가장 심플하고 편리하게 되어있어서 좋아요 좋아하는 게임이라 광고 보기 싫어서 구매했어요 근데 일일 챌린지 하고 트로피 모으면 뭘 할 수 있는 거죠?,"[0.11034616, 0.1542814, 0.14975156, 0.103110254, 0.19992082, 0.16528974, 0.11730008]","('Angry Birds Rio',)","('Angry Birds Rio',)"
795,23884.0,스도쿠, 지금까지 해본 것 중에 제일 하기 편하네요,"[0.10449357, 0.14465098, 0.16054614, 0.09775104, 0.20671144, 0.17497718, 0.11086965]","('60 Seconds! Atomic Adventure',)","('60 Seconds! Atomic Adventure',)"
796,23885.0,스도쿠, 전문가용 맞출 때마다 즐거워 짜릿해 늘 최고야 하는 말이 나와버리네 양,"[0.10811518, 0.15116197, 0.14672379, 0.10102559, 0.19587861, 0.1821664, 0.11492846]","('Angry Birds Rio',)","('Angry Birds Rio',)"
797,23886.0,스도쿠, 광고 없애주시는 거 유료 아이템이라도 만들어주세요 플레이 방해됩니다,"[0.10877364, 0.15050864, 0.14676502, 0.1016958, 0.19493029, 0.18207143, 0.11525517]","('Block Puzzle',)","('Block Puzzle',)"
798,23887.0,스도쿠, 재미있어요. 광고 좀 없었으면,"[0.10811515, 0.15116194, 0.16694261, 0.10102554, 0.19587857, 0.16194777, 0.11492843]","('Angry Birds Rio',)","('Angry Birds Rio',)"
799,24508.0,마이홈 - 꿈의 디자인, 게임이 좋은데... 광고가 너무 많아서 리뷰 남깁니다~죄송합니다ᅲᅲ,"[0.10811492, 0.15116175, 0.14672351, 0.10102533, 0.21609879, 0.1619475, 0.11492822]","(""Assassin's Creed Rebellion"",)","(""Assassin's Creed Rebellion"",)"
800,24509.0,마이홈 - 꿈의 디자인, 너무 재밌어요! 아직 어린 나이지만 미래에 내가 살 집을 상상해서 나타내어 보는 게임이 있었으면 했는데 여태까지 본 집 꾸미기 게임 중에 재 일 좋은 것 같아요!ㅎㅎㅎㅎ,"[0.14278102, 0.14528634, 0.14102066, 0.09709869, 0.2076992, 0.15565291, 0.1104612]","('60 Seconds! Atomic Adventure',)","('60 Seconds! Atomic Adventure',)"
801,24510.0,마이홈 - 꿈의 디자인, 가구도 너무 이쁘고 게임도 재밋 있어요. 그리고 코인으로 하는 거라 더 편해요♥,"[0.108774014, 0.15050869, 0.14676484, 0.10169553, 0.1949302, 0.182072, 0.11525473]","('Cluedo',)","('Cluedo',)"
802,24511.0,마이홈 - 꿈의 디자인, 새로운 게임이라 재밌어요.. ㅋ,"[0.11034616, 0.1542814, 0.14975156, 0.103110254, 0.19992082, 0.16528974, 0.11730008]","('Angry Birds Rio',)","('Angry Birds Rio',)"
803,24512.0,마이홈 - 꿈의 디자인, 이 게임 창의력이 뛰어나고 이 게임을 하면 운 좋은 날이 생겨서 재미있어요ㅎㅎㅎ,"[0.1100838, 0.1491678, 0.14678222, 0.1030272, 0.19299883, 0.16156885, 0.13637128]","('60 Seconds! Atomic Adventure',)","('60 Seconds! Atomic Adventure',)"
804,24513.0,마이홈 - 꿈의 디자인, 가구도 예쁘고 한데 한 번씩 게임하는 게 너무 어려운 게 나오는데 이걸 깨는데 너무 오래 걸려요,"[0.11034616, 0.1542814, 0.14975156, 0.103110254, 0.19992082, 0.16528974, 0.11730008]","('Cluedo',)","('Cluedo',)"
805,24514.0,마이홈 - 꿈의 디자인, 좋아요 재밌어요 제발 현질 좀 안 하게 했으면 ㅜㅠ,"[0.11034616, 0.1542814, 0.14975156, 0.103110254, 0.19992082, 0.16528974, 0.11730008]","('60 Seconds! Atomic Adventure',)","('60 Seconds! Atomic Adventure',)"
806,24515.0,마이홈 - 꿈의 디자인, 료ㅗ로촟호촟허초초ㅓ처ㅗ처ㅛ처ㅛ,"[0.108115055, 0.15116186, 0.14672366, 0.101025455, 0.19587848, 0.18216717, 0.11492835]","('60 Seconds! Atomic Adventure',)","('60 Seconds! Atomic Adventure',)"
807,24516.0,마이홈 - 꿈의 디자인, 시간 가는 줄 모르겠어요 ㅋ 꾸미는 재미도 쏠쏠하고 ㅋ 하트가 좀 빨리 충전됐으면 하는 바람이 있네요,"[0.11034616, 0.1542814, 0.14975156, 0.103110254, 0.19992082, 0.16528974, 0.11730008]","('Civilization Revolution 2',)","('Civilization Revolution 2',)"
808,24517.0,마이홈 - 꿈의 디자인, 하트 한 개에 30분.. 기다리는 것도 지루하지만 벌리는 코인도 거의 한정적이고 무엇보다 꾸미는 거 좋아 시작한 유저로서 다른 게임을 해서 코인을 벌어 꾸며야 한다는 한정적인 룰 때문에 접기 직전이네요 게다가 핼러윈이나 추수감사절 같은 이벤트는 기간이 짧은데 벌리는 코인도 적고 현질 유도만 해대니 의미가 없어요 이벤트 룸 기껏해야 일주일도 안되는데 돈 쓰고 사라져버리니 당최 돈 들여 꾸밀 이유가 없네요,"[0.106632166, 0.16731082, 0.14388314, 0.099691845, 0.21082987, 0.15866442, 0.11298777]","('60 Seconds! Atomic Adventure',)","('60 Seconds! Atomic Adventure',)"
809,25011.0,클래시 오브 클랜, 세번쨋분 훈련소는 하나만 업글해도 된다 하셨는데 훈련소 특정 레벨 개수 늘어날 때마다 훈련시간 줄어드는 건 모르시나 봐요? (그러니깐 훈련소 레벨 7 1 1 1 이면 법사 뽑는 데 2분 걸리지만 7 7 7 7 이면 30초 걸림) 제가 플레이한 게임 중에 제일 중독성 있고 재미있는 게임입니다. 부과금으로 재미있게 플레이 중입니다^^,"[0.10811493, 0.15116176, 0.16694391, 0.101025335, 0.19587834, 0.16194752, 0.11492823]","('Bubble Shooter',)","('Bubble Shooter',)"
810,25012.0,클래시 오브 클랜, 훈련소가 아쉽습니다. 훈련소 개수는 수없이 많습니다. 하지만 유닛 훈련은 하나로 통합되어 다른 훈련소에서는 다른 유닛을 소환할 수 없습니다. 그래서 각 훈련소마다 같거나 다른 유닛을 훈련시킬 수 있게 해주셨으면 합니다.,"[0.11034616, 0.1542814, 0.14975156, 0.103110254, 0.19992082, 0.16528974, 0.11730008]","('Bloons TD 5',)","('Bloons TD 5',)"
811,25013.0,클래시 오브 클랜, 안녕하세요 저는 클래시 오브 클랜을 하는 유저입니다. 요즘에 일렉트릭 드래건이 나오니 정말 좋네요. 퀄리티가 옛날보다는 훨씬 좋아졌어요^^ 앞으로도 재미있는 클 오클리 되기를...,"[0.105976015, 0.14816895, 0.14381965, 0.09902654, 0.19200036, 0.19835462, 0.11265391]","('60 Seconds! Atomic Adventure',)","('60 Seconds! Atomic Adventure',)"
812,25014.0,클래시 오브 클랜," 가 좋은데 바바, 아처, 고블린 6렙 돼도 너무 약하네요....ㅠㅠ 공격력은 됐으니까 체력만이라도 상향 좀... 대포 한 반짜리 쓰레기라고 클랜원들이 욕하는데...ㅠㅠ","[0.11034616, 0.1542814, 0.14975156, 0.103110254, 0.19992082, 0.16528974, 0.11730008]","('Age of Civilizations II',)","('Age of Civilizations II',)"
813,25015.0,클래시 오브 클랜, 금일 갑자기 멀티플레이에서 시즈 머신 선택이 안됩니다. 지원받은 시즈 머신 또는 본인 시즈 머신 또는 시즈 머신 사용 안 함을 선택할 수 있었는데 갑자기 그게 안됩니다 오로지 지원받은 머신만 사용되게끔 되어버립니다. 부계성도 역시 같은 현상입니다. 아무래도 버그 같아 보입니다.,"[0.11034616, 0.1542814, 0.14975156, 0.103110254, 0.19992082, 0.16528974, 0.11730008]","('60 Seconds! Atomic Adventure',)","('60 Seconds! Atomic Adventure',)"
814,25016.0,클래시 오브 클랜," 클랜전 리그의 미스매칭이 너무 심하네요... 공격 기회는 한 번밖에 없는데, 공격할 수 없는 경우가 많아서... 매칭 시스템을 바꾸던지, 공격 기회를 2회로 늘리든지 해야 할 듯하네요...","[0.108115, 0.15116182, 0.1467236, 0.1010254, 0.21609826, 0.1619476, 0.1149283]","('60 Seconds! Atomic Adventure',)","('60 Seconds! Atomic Adventure',)"
815,25017.0,클래시 오브 클랜," 아이디 찾는데 열심히 도와주신 헨리님, 레비님께 너무 감사드리며! 그래픽이 너무 좋다 보니 렉이 걸려요 ㅠ 그래픽을 최하. 하 중 상 최상. 등급으로 나눌 수 있게 해주세요","[0.10811502, 0.15116183, 0.14672361, 0.10102541, 0.19587843, 0.18216741, 0.114928305]","('Cluedo',)","('Cluedo',)"
816,25018.0,클래시 오브 클랜, 아니 .. 전설 리그 진입해서 서칭하는 데만 최소 10분 이상 걸리는데? 해결 방법 없어요? 트로피를 다시 내려야 하나요? 답답해서 게임을 못하겠네ㅜ,"[0.11103466, 0.15360238, 0.1497963, 0.103810325, 0.19893482, 0.16518025, 0.11764126]","('Civilization Revolution 2',)","('Civilization Revolution 2',)"
817,25019.0,클래시 오브 클랜, 정말 정말 갓 게임 완전 재미있게 하고 있습니다! 어릴 때에는 이게 무슨 재미인지 몰랐는데 나이가 들어서 그런지 갓 갓 게임이네요!! 슈퍼셀 갓 퍼셀 클래시 시리즈의 게임 또 하나 내주었으면 좋겠네요! ㅎㅎㅎ,"[0.11034616, 0.1542814, 0.14975156, 0.103110254, 0.19992082, 0.16528974, 0.11730008]","('Civilization Revolution 2',)","('Civilization Revolution 2',)"
818,25020.0,클래시 오브 클랜, 클오클을 매우 사랑하는 클래시 오브 클랜의 유저입니다.. 저가 클랜에 공동 대표라서 조금 책임감이 생겼는데요.. 가끔가다가 클랜에 욕설을 하고 나가는 경우가 종종 있는데요 그냥 신고하기 말고 신고를 하기에서 신고 사유를 만들어지면 좋겠습니다. 저가 클오클을 한지 오래돼서 그런데 신고절차 좀 강화해주세요. 감사합니다,"[0.106640615, 0.14756702, 0.14389767, 0.09970087, 0.23051779, 0.15867974, 0.11299632]","('60 Seconds! Atomic Adventure',)","('60 Seconds! Atomic Adventure',)"
819,25748.0,클래시 로얄, 제가 해 본 카카오 게임 중에 최고입니다 댓글 중에 게임 로딩 시간 고치라 이런 거 있는데 원래 8인에서 게임하면 기다려야 하는 게 정상 아닌가요?? 핸드폰 기종마다 속도가 2619 다른 건 당연한 건데.. 그리고 현질 안 하고도 업적 달성을 해서 충분히 좋은 차랑 캐릭터를 얻을 수 있는 거 같아요 ^^,"[0.11034616, 0.1542814, 0.14975156, 0.103110254, 0.19992082, 0.16528974, 0.11730008]","('Bloons TD 5',)","('Bloons TD 5',)"
820,25749.0,클래시 로얄, 클래시로얄 정말 재미있게 플레이하고 있습니다. 다음 업데이트 때 이런 기능 추가해주시면 좋겠습니다. 상점 새로 고침이라는 기능으로 상점에 원하는 카드가 안 나올 시 보석 10개 정도로 하여 하루에 최대 1회까지 가능하게 하여 처음에 상점에 나온 카드들 이외 다른 카드들을 상점에 나오도록 해주시면 감사합니다,"[0.10658623, 0.14752306, 0.1438362, 0.11959427, 0.1910684, 0.1784435, 0.11294833]","('60 Seconds! Atomic Adventure',)","('60 Seconds! Atomic Adventure',)"
821,25750.0,클래시 로얄, 이번 12월 4일 업데이트 이후로 게임을 한판 할 때마다 계속 튕기는 현상이 발생해 불이익을 받고 있습니다. 저 뿐만 아니라 다수가 겪고 있는 일이니 최대한 빨리 고쳐주시길 바라겠습니다.,"[0.10811507, 0.15116188, 0.14672367, 0.10102547, 0.19587849, 0.18216705, 0.114928365]","('Color Road',)","('Color Road',)"
822,25751.0,클래시 로얄, 출시 때부터 꾸준히 하고 있는 게임입니다. 밸런스가 무너지지 않게 신규 카드 출시 시에만 조금 신경 써주시면 좋을 것 같아요. 웬만하면 레벨이 같은 유저들과 매칭이 될 수 있게 해주세요.,"[0.11034616, 0.1542814, 0.14975156, 0.103110254, 0.19992082, 0.16528974, 0.11730008]","(""Assassin's Creed Rebellion"",)","(""Assassin's Creed Rebellion"",)"
823,25752.0,클래시 로얄, 정재원 님 님이 미니패카를 잘못 놓아서 지는 걸 어떡하랍니까. 미니패카를 놓는 데에도 다 컨트롤하고 타이밍을 잘 맞춰야 합니다. 그리고 마녀한테 붙은 이유는 마녀가 소환한 해골 병사를 따라가 마녀한테 붙은 거지요 그때 동안 자이언트는 지나가고 님이 못하는 걸 어떡하란 말입니까. 잘 생각해보고 말하세요..,"[0.11034616, 0.1542814, 0.14975156, 0.103110254, 0.19992082, 0.16528974, 0.11730008]","('60 Seconds! Atomic Adventure',)","('60 Seconds! Atomic Adventure',)"
824,25753.0,클래시 로얄, 이렇게 핫한 챼팅어플 써본 거는 오랜만입니다 ~. 새로운 사람 그리고 다양한 사람 덕분에 항상 재밌게 챼팅팅 즐기고 있어요. 저번에는 챼팅하다가 좀 대화 잘 통해서 만남도 해보고요 ㅋㄷㅋㄷ ~ 앞으로도 더 좋은 사람 많이 만남 볼 수 있게 좋은 서비스 잘 부탁드리겠습니다 별점 5점 드러요 1296,"[0.11034616, 0.1542814, 0.14975156, 0.103110254, 0.19992082, 0.16528974, 0.11730008]","('60 Seconds! Atomic Adventure',)","('60 Seconds! Atomic Adventure',)"
825,25754.0,클래시 로얄, 그래픽과 조작법은 완벽하다. 그렇지만 대중성에 비해 진입 장벽이 조금 높은 것 같다. 원래 2D 애니메이션 게임인 줄 알았는데 훌륭한 3D였다. 스파크 상향 좀,"[0.103934035, 0.14530438, 0.14104326, 0.09711896, 0.20772448, 0.17499869, 0.1298762]","('60 Seconds! Atomic Adventure',)","('60 Seconds! Atomic Adventure',)"
826,25755.0,클래시 로얄, 다 좋은데 암흑 마녀 리메이크는 안될까요... 솔직히 체력이나 공격력은 마녀보다 높아서 좋긴 한데 광역 공격도 안되고... 공중 공격도 안되고... 저번엔 9렙 암흑 마녀랑 6렙 마녀랑 1 대 1 했는데 암흑 마녀는 해골만 때리다가 죽더라고요.. 이게 전설인가요ㅠㅠ,"[0.11034616, 0.1542814, 0.14975156, 0.103110254, 0.19992082, 0.16528974, 0.11730008]","('Cluedo',)","('Cluedo',)"
827,25756.0,클래시 로얄," 전설 카드 잘못 알고 계신 분들 전설 카드는 모든 상자에서 나오지만 확률이 적고요 전설 상자는 때가 되면 나옵니다. 이 뜻의 뭐냐면 상자가 나오는데 순서가 있습니다 그러니 상자를 많이 까면 (실버, 골드, 자상, 마상, 영상, 슈마 상) 등 까다 보면 전설상자가 뜨죠 Tip를 알려드리자면 상자 사이클이라고 있는데 상자의 순서를 알려줍니다.(비추천 보니깐 게임할 맛 안 남)","[0.11034616, 0.1542814, 0.14975156, 0.103110254, 0.19992082, 0.16528974, 0.11730008]","('60 Seconds! Atomic Adventure',)","('60 Seconds! Atomic Adventure',)"
828,25757.0,클래시 로얄," 솔직히 재밌긴 한데 레벨 땜에 무조건 돈을 쓰라는 거임? 레벨 발로 밀림 실력이 좋아도 렙빨로밀림ㅡ.ㅡ그리고 무슨 니크 변이 500개 잉? 현질 안 하는 사람 제외하면, 호구, 현 질러 아니면 하지 말라는 거임?","[0.11034616, 0.1542814, 0.14975156, 0.103110254, 0.19992082, 0.16528974, 0.11730008]","('60 Seconds! Atomic Adventure',)","('60 Seconds! Atomic Adventure',)"
829,26262.0,어쌔신 크리드 아이덴티티, 와 너무 꿀젬 기데 게임 1위,"[0.111033924, 0.15360227, 0.14979605, 0.10381081, 0.1989346, 0.16518046, 0.11764188]","('60 Seconds! Atomic Adventure',)","('60 Seconds! Atomic Adventure',)"
830,26263.0,어쌔신 크리드 아이덴티티, 굿,"[0.11034616, 0.1542814, 0.14975156, 0.103110254, 0.19992082, 0.16528974, 0.11730008]","('Color Road',)","('Color Road',)"
831,26264.0,어쌔신 크리드 아이덴티티, 저희 아들이 27500원 결제 후 아이템을 끼고 나서 모르고 캐릭터 삭제를 했다고 합니다. 이거 다시 캐릭터 복원은 안되는 건지요? 아이템 끼고 10분도 지나지 않아 아깝네요ㅠㅠ 캐릭터는 다시 키우면 된다지만 캐릭터가 입고 있던 아이템이라도 어떻게 안될까요. 이제는 괜찮아요,"[0.11034616, 0.1542814, 0.14975156, 0.103110254, 0.19992082, 0.16528974, 0.11730008]","('60 Seconds! Atomic Adventure',)","('60 Seconds! Atomic Adventure',)"
832,26265.0,어쌔신 크리드 아이덴티티,무한 로딩 고친 거 같은데? 무한 로딩 안 걸리고요 1000원치고 정말 좋습니다. 그리고 바라는 점은 벽 타기와 이동이 따로 되어있게 할 수 있는 옵션입니다. 감사합니다,"[0.11034616, 0.1542814, 0.14975156, 0.103110254, 0.19992082, 0.16528974, 0.11730008]","('60 Seconds! Atomic Adventure',)","('60 Seconds! Atomic Adventure',)"
833,26266.0,어쌔신 크리드 아이덴티티, 제가 어쌔신 크리드 아이덴티티에서 에지오 아디로 레 다 피렌체 번들을 샀는데 왜 내용물 사진과는 달리 망토가 없죠? 그리고 로마 어깨 갑옷도 원본 내용물 사진에는 없었는데 추가가 돼있고.... 에지오 팬으로서 샀는데 실망입니다.. 환불 가능한가요....,"[0.11034616, 0.1542814, 0.14975156, 0.103110254, 0.19992082, 0.16528974, 0.11730008]","('60 Seconds! Atomic Adventure',)","('60 Seconds! Atomic Adventure',)"
834,26267.0,어쌔신 크리드 아이덴티티,미친 V10인데 잘만 되는구먼... 잘 안되는 분들은 똥 폰 좀 버리고 새 폰 좀 사세요들 잘만 되고 플스로 하는 것보다 그래픽도 백만 배는 더 좋구먼 로딩도 거의 없는데...,"[0.11034616, 0.1542814, 0.14975156, 0.103110254, 0.19992082, 0.16528974, 0.11730008]","('60 Seconds! Atomic Adventure',)","('60 Seconds! Atomic Adventure',)"
835,26268.0,어쌔신 크리드 아이덴티티, 여러분 근데 좀 욕 좀 그만하고 아니! 자기들이 돈 내고 샀으면 재미있게 플레이해야지 욕만 하고 있어! 어쨌든 제작자님 너무 재미있어요 별점 5,"[0.11034616, 0.1542814, 0.14975156, 0.103110254, 0.19992082, 0.16528974, 0.11730008]","('60 Seconds! Atomic Adventure',)","('60 Seconds! Atomic Adventure',)"
836,26269.0,어쌔신 크리드 아이덴티티," 조작에 익숙해지는 데는 좀 시간이 걸렸지만, 익숙해지고 나니 더 스릴감 있네요. 그리고 미션당 얻는 코인 수량을 1.5~2배 정도로 늘려주셨으면 좋겠습니다.  의상의 값이 비싸고 캠페인 미션 개수가 너무 적네요. 한두 개쯤 추가하되, '포를리'처럼 유료가 아니었으면 합니다. A.C가 더 잘 되기를 바랍니다.","[0.10811503, 0.15116185, 0.14672364, 0.10102544, 0.19587846, 0.18216725, 0.11492833]","('60 Seconds! Atomic Adventure',)","('60 Seconds! Atomic Adventure',)"
837,26270.0,어쌔신 크리드 아이덴티티, 작년인가 이 게임에 현질을 했는데 최근 다시 게임을 시작해보니 전부 초기화되어있어요. 문제가 있다면 고쳐주실 수 있을까요?,"[0.10050511, 0.13922521, 0.15442483, 0.09395825, 0.18032493, 0.22503066, 0.10653102]","('Cluedo',)","('Cluedo',)"
838,26271.0,어쌔신 크리드 아이덴티티, 와 가격이 정말 많이 올랐고 너무 좋다 ㅋㅋ 업데이트도 잘되었겠네.ㅋㅋ 개발자님 정말 수고 많으시고 감사합니다.ㅎㅎ,"[0.11034616, 0.1542814, 0.14975156, 0.103110254, 0.19992082, 0.16528974, 0.11730008]","('Bloons TD 5',)","('Bloons TD 5',)"
839,26531.0,숫자로 페인트-무료 컬러링북&퍼즐 게임, 다른 앱들은 컬러를 일일이 선택해야 하는데 이 앱은 자동으로 선택되니 좋네요,"[0.10597614, 0.16796142, 0.16363864, 0.09902689, 0.19200039, 0.1587424, 0.112654135]","('60 Seconds! Atomic Adventure',)","('60 Seconds! Atomic Adventure',)"
840,26532.0,숫자로 페인트-무료 컬러링북&퍼즐 게임, 너무한 재미있어요 쉰 는 시간 때 심심하면 짱인데요,"[0.10597215, 0.18780497, 0.14381553, 0.09902306, 0.1919961, 0.15873781, 0.1126504]","('Bubble Shooter',)","('Bubble Shooter',)"
841,26533.0,숫자로 페인트-무료 컬러링북&퍼즐 게임, 이게 완전히 중독성이 있네요 재밌게 잘 하겠습니다,"[0.09679699, 0.14377984, 0.1319786, 0.10847889, 0.20026688, 0.14543073, 0.17326811]","('Cluedo',)","('Cluedo',)"
842,26534.0,숫자로 페인트-무료 컬러링북&퍼즐 게임, 지이 진짜로 좋은 앱입니다! 전 배경화면으로 후후후 하죠 후후후 추천합니다,"[0.10455649, 0.14471209, 0.14109537, 0.09775098, 0.24549691, 0.15559337, 0.11079479]","('Block Puzzle',)","('Block Puzzle',)"
843,26535.0,숫자로 페인트-무료 컬러링북&퍼즐 게임, 나름 색칠공부... ㅋ,"[0.11034616, 0.1542814, 0.14975156, 0.103110254, 0.19992082, 0.16528974, 0.11730008]","('Block Puzzle',)","('Block Puzzle',)"
844,26536.0,숫자로 페인트-무료 컬러링북&퍼즐 게임, 매일매일 새로운 그림이 업데이트돼서 너무 좋고 색깔도 정해져 있어서 너무 좋아요!,"[0.10452787, 0.14468837, 0.16053207, 0.097723916, 0.2067521, 0.17500716, 0.1107685]","('60 Seconds! Atomic Adventure',)","('60 Seconds! Atomic Adventure',)"
845,26537.0,숫자로 페인트-무료 컬러링북&퍼즐 게임, 존잼 할만함,"[0.11034616, 0.1542814, 0.14975156, 0.103110254, 0.19992082, 0.16528974, 0.11730008]","('Angry Birds Rio',)","('Angry Birds Rio',)"
846,26538.0,숫자로 페인트-무료 컬러링북&퍼즐 게임, 제 있어요 후훗,"[0.1051724, 0.14410837, 0.1606311, 0.09837988, 0.22512172, 0.15548939, 0.11109713]","('60 Seconds! Atomic Adventure',)","('60 Seconds! Atomic Adventure',)"
847,26539.0,숫자로 페인트-무료 컬러링북&퍼즐 게임, 집중력 향상에 도움이 되네요,"[0.11172982, 0.1529222, 0.1498344, 0.10451985, 0.19794832, 0.16506323, 0.11798219]","('Cluedo',)","('Cluedo',)"
848,26540.0,숫자로 페인트-무료 컬러링북&퍼즐 게임, 없던 집중력도 끌어내네요,"[0.17883822, 0.13834423, 0.13531609, 0.09416248, 0.17911436, 0.1677793, 0.106445335]","('Cluedo',)","('Cluedo',)"
849,26613.0,히트맨 스나이퍼 (Hitman Sniper), 굿굳,"[0.08806538, 0.15330054, 0.21630155, 0.08224094, 0.20565467, 0.16140933, 0.093027614]","('Bloons TD 5',)","('Bloons TD 5',)"
850,26614.0,히트맨 스나이퍼 (Hitman Sniper), 제 폰이 노트 4라 그런가 로딩이 약간 느린데 플레이할 땐 렉도 없고 그래픽도 괜찮고 재밌어요 최고 줌으로 유인이 동시 살 시체 처리 신속처리 은신 처리 헤드샷 보너스 한 번에 먹으면 기분 최고!,"[0.13075952, 0.14914457, 0.14675821, 0.10300188, 0.19296387, 0.1615307, 0.11584125]","(""Assassin's Creed Rebellion"",)","(""Assassin's Creed Rebellion"",)"
851,26615.0,히트맨 스나이퍼 (Hitman Sniper), 정말 다 좋은데 맵을 좀 새롭게 만들어 주시면 안 되나요?? 슬슬 새로운 맵이 나와야 하지 않나... 싶은? 생각이 드네요 ㅜ 이제 사람 나오는 순서도 다 외울 거 같아요,"[0.10800558, 0.1659616, 0.14399217, 0.10102815, 0.2088981, 0.15847255, 0.11364184]","(""Assassin's Creed Rebellion"",)","(""Assassin's Creed Rebellion"",)"
852,26616.0,히트맨 스나이퍼 (Hitman Sniper), 맵이 좀 많았으면 좋겠는데 하나뿐임. 그래도 굿,"[0.10455419, 0.14471048, 0.1410939, 0.09774945, 0.2455065, 0.15559126, 0.11079421]","('Civilization Revolution 2',)","('Civilization Revolution 2',)"
853,26617.0,히트맨 스나이퍼 (Hitman Sniper), 게임에 있는 모든 것이 최고입니다! PERFECT 다만 맵이 조금 더 추가됐으면 좋겠습니다.,"[0.10193453, 0.16158229, 0.1383352, 0.11429455, 0.22280678, 0.15268867, 0.108357966]","('Block Puzzle',)","('Block Puzzle',)"
854,26618.0,히트맨 스나이퍼 (Hitman Sniper), 이때까지 한 모바일 게임 중에서 제일 재미있고 그래픽도 가장 멋집니다!! 전 이 게임 강력 추천합니다!! 대신 새로운 맵도 추가했으면 합니다 ^^,"[0.10392837, 0.1452996, 0.14103726, 0.097113565, 0.2077167, 0.17499149, 0.129913]","('60 Seconds! Atomic Adventure',)","('60 Seconds! Atomic Adventure',)"
855,26619.0,히트맨 스나이퍼 (Hitman Sniper), 유료 게임이 무료여서 다운로드해 해보았는데 딱 내가 좋아하는 장르에다가 게임도 되게 재미있어요,"[0.10754666, 0.14993179, 0.14868917, 0.1011269, 0.194651, 0.16183008, 0.13622442]","('Cluedo',)","('Cluedo',)"
856,26620.0,히트맨 스나이퍼 (Hitman Sniper)," For a long time, I have been fan of Hitman Serious and I really thanks for I can play even on the mobile. Thank you for your work, SEL","[0.10646503, 0.15971823, 0.14921477, 0.09904345, 0.21321326, 0.15941416, 0.11293109]","('Bloons TD 5',)","('Bloons TD 5',)"
857,26621.0,히트맨 스나이퍼 (Hitman Sniper), 예.... 뭐든지 다 좋아요 근데 맵이 하가 밖에 없는 것 한글화가 안대 있다는 게 조금 불편해 내여,"[0.10391273, 0.20358892, 0.14102066, 0.0970987, 0.18826488, 0.15565291, 0.110461205]","('Age of Civilizations II',)","('Age of Civilizations II',)"
858,26622.0,히트맨 스나이퍼 (Hitman Sniper), 정말 재밌습니다. 스트레스가 많을 때 하면 좋은 게임이 될 것 같아요~~,"[0.12334612, 0.14528687, 0.14102131, 0.09709929, 0.18826552, 0.17508534, 0.12989555]","('Bubble Shooter',)","('Bubble Shooter',)"
859,27373.0,스와이프 벽돌 깨기, 다 좋은데 1000 정도에서 공 1~2개로 무한 루프 걸리면 게임 끄고 다시 키기가 두려워지네요.. 무한 루프 걸렸을 때 스킵 기능점..,"[0.10878708, 0.15051949, 0.1467792, 0.101707846, 0.215084, 0.16185564, 0.11526677]","('Angry Birds Classic',)","('Angry Birds Classic',)"
860,27374.0,스와이프 벽돌 깨기, 주어진 공 개수로 몇 개의 벽돌을 깼는지를 %로 실시간 보여주세요. 더 재미있을 것 같네요..,"[0.12913679, 0.1504903, 0.14674175, 0.101674385, 0.19490692, 0.16181643, 0.115233436]","('Bubble Shooter',)","('Bubble Shooter',)"
861,27375.0,스와이프 벽돌 깨기, 재미있어요. 감사,"[0.10811496, 0.15116177, 0.14672355, 0.101025365, 0.19587839, 0.18216774, 0.11492826]","(""Assassin's Creed Rebellion"",)","(""Assassin's Creed Rebellion"",)"
